outcome,on last GSS year,on last GSS year,on last GSS year,on last GSS year,on last GSS year,on last GSS year,on last GSS year,on last GSS year,"on first ""future"" GSS year","on first ""future"" GSS year","on first ""future"" GSS year","on first ""future"" GSS year","on first ""future"" GSS year","on first ""future"" GSS year","on first ""future"" GSS year","on first ""future"" GSS year",article_id
61,0.5,0.06242099860076826,0.0032363676888306214,0.0025694131004658782,0.17028529586710503,0.5,0.06242099860076826,0.17028529586710503,0.5,0.06283087515979777,0.0032375905970101204,0.0025504052061772198,0.1634024501061993,0.5,0.06283087515979777,0.1634024501061993,6521
62,0.4,0.25884347588415024,0.15560672315691693,0.14760552343951572,0.2814767350664416,0.4,0.25884347588415024,0.2814767350664416,0.4,0.27589950183535145,0.15475146906242676,0.14604952811248595,0.2432120379434749,0.4,0.2766901405435761,0.23732430719535705,7431
63,0.2,0.278227784902916,0.5343480899942528,0.5299357219272369,0.406952280108263,0.2,0.278227784902916,0.406952280108263,0.13333333333333333,0.25812071092403166,0.5215096682479371,0.5165835495270854,0.4803149483122214,0.13333333333333333,0.2625401184937057,0.4908379202422469,7431
64,0.2857142857142857,0.1423102574016171,0.06484630723629281,0.05661742496181654,0.33495850297859237,0.0,0.12153719346481465,0.4793508606108371,0.7142857142857143,0.1746850091223733,0.06535889684514229,0.060963540632791524,0.15078525156321929,0.625,0.18610622137924132,0.16371622561405727,2548
65,0.7142857142857143,0.3377571888982892,0.11214621439783012,0.10433354752263824,0.11274168323437438,0.75,0.4201491035260906,0.02880126484337876,0.8571428571428571,0.31845158344109736,0.13495923262877507,0.13089118736737182,0.05876225689287832,1.0,0.37042369160941685,0.0005374242491152465,2548
66,0.6428571428571429,0.2689912893137489,0.0843040356928022,0.07624637164484449,0.0957083587021307,0.5,0.31657489898082997,0.09412265110934825,0.5,0.16354338710491292,0.08843076059969446,0.08414390492229962,0.16631809924477153,0.25,0.1369186784963927,0.24882451254094426,2548
67,0.07142857142857142,0.07611235102105052,0.021892858004126214,0.013286006974621456,0.49182861520996823,0.0,0.08590689299775763,0.6054505124903777,0.07142857142857142,0.042258132456091876,0.011782430621092299,0.007135119243428578,0.5737049777871202,0.0,0.05629336806471254,0.603994374292808,2548
68,0.42857142857142855,0.20727933300713447,0.07193517979983721,0.06376867603943359,0.12846250061880768,0.375,0.2549976624467182,0.1481668286945164,0.35714285714285715,0.10034747449818629,0.04784184144670278,0.04336410741252528,0.3274185525983538,0.125,0.10026037920770603,0.3871291624872612,2548
69,0.35714285714285715,0.17150939943840887,0.13057534713792196,0.12292484736415143,0.2787378081415772,0.125,0.19304361264455236,0.32717850760938655,0.42857142857142855,0.15304330242284672,0.11303008646640378,0.10885891455190244,0.25899373004569776,0.25,0.169573413943401,0.28141543582202755,2548
70,0.2857142857142857,0.14840083400259713,0.06580339667037394,0.05758293630166578,0.33787164222586336,0.125,0.17396766127775273,0.3974427056167276,0.35714285714285715,0.12356940750099499,0.03704981110175776,0.032521325161356085,0.2529166671458656,0.25,0.14608628876019336,0.24999729458859524,2548
71,0.11538461538461539,0.180540648177101,0.060790088645892415,0.05208439962799338,0.4092240373103398,0.17647058823529413,0.24464661998948162,0.33116206506276624,0.15384615384615385,0.18542717800190547,0.0478123818550914,0.0389389488544577,0.30843321246117683,0.17647058823529413,0.21802756286164449,0.31587639500820425,2092
72,0.19230769230769232,0.12616225858596086,0.0460650458405788,0.037222868012363075,0.4213626785035143,0.17647058823529413,0.11816683031762573,0.5039953522940962,0.07692307692307693,0.15799687240980267,0.02868893984522325,0.01963729555704241,0.3544458085862434,0.11764705882352941,0.19989784378167746,0.3061535596968372,2092
73,0.19230769230769232,0.16392000460747508,0.10000607644619708,0.09166388678045767,0.40981015815088784,0.23529411764705882,0.2136442045148627,0.34586813013620665,0.5,0.3229315363427375,0.08610129217490614,0.07758467339230657,0.18748173250487044,0.35294117647058826,0.3852977874586429,0.18994983993431297,2092
74,0.15384615384615385,0.16386482359269106,0.0892195812208163,0.08077740978115189,0.3497019704238096,0.23529411764705882,0.20690917311686827,0.32430240345376615,0.6153846153846154,0.34920432049115724,0.08619585417589493,0.07768011661624363,0.13862608648755131,0.47058823529411764,0.3884718150660292,0.16264593953205395,2092
75,0.07692307692307693,0.13019189865183783,0.061721343397933004,0.05302428633138978,0.4762445497300396,0.11764705882352941,0.1546685324658081,0.48506679894605303,0.34615384615384615,0.21047012582763613,0.06113216156542001,0.052382855544165774,0.2538771788158108,0.29411764705882354,0.1989926558349315,0.3123210325062511,2092
76,0.19230769230769232,0.12909145160565771,0.09121901293763257,0.08279537455487973,0.4838900520611094,0.23529411764705882,0.1628816516039621,0.43563059003627136,0.46153846153846156,0.299733166093589,0.0812123774790684,0.07265019891794133,0.2083501683345115,0.29411764705882354,0.355693730808071,0.206702305243529,2092
77,0.0,0.07947424371724708,0.007389807138555193,0.00479813561672382,0.14147206710902377,0.0,0.0794742437172471,0.14147206710902377,0.5,0.18169208804961753,0.02119530635795286,0.018331210692577482,0.16644349653232443,0.25,0.14490047916030654,0.22174332875613798,5556
78,0.5555555555555556,0.11573545210151365,0.035225149469475414,0.030531650196624294,0.16479720007993606,0.6666666666666666,0.15770478887759853,0.09715731871219203,0.2222222222222222,0.044024291329382854,0.01361021432966325,0.008023362176716065,0.43772939502860386,0.16666666666666666,0.050964866883910324,0.47850939455645075,3313
79,0.3333333333333333,0.10239697330033096,0.060139929948768156,0.055567637716086526,0.3183174224834335,0.5,0.1487643487970609,0.1327243821023377,0.4444444444444444,0.07583460824358103,0.023999789465625088,0.018471783238558026,0.345669223601944,0.6666666666666666,0.10864324875801144,0.16760929311986908,3313
80,0.4444444444444444,0.11005594506236777,0.0479808676309591,0.043349423203217885,0.2684236096691673,0.6666666666666666,0.15672291856826798,0.1250079927431361,0.3333333333333333,0.11036602383965316,0.031247743428469255,0.0257607891747601,0.27630547577785447,0.5,0.15545377851688516,0.15303776047287387,3313
81,0.3333333333333333,0.1127027372814332,0.09186832905728848,0.08745039119864828,0.2108682259397564,0.5,0.1576625741286041,0.13598762941379092,0.3333333333333333,0.08421534538272295,0.048556421130167005,0.04316750218125032,0.35694371806531605,0.5,0.11721951837855384,0.28466300412214246,3313
82,0.3333333333333333,0.1560423070597713,0.19878977943229437,0.1948919999808839,0.3263034412813146,0.5,0.22853272639449804,0.1738869141203063,0.4444444444444444,0.10287656417366728,0.06474375293289159,0.05944651805334211,0.38026207540781176,0.5,0.14479352942026635,0.26189058464608284,3313
83,0.4444444444444444,0.17508612888536174,0.18344577990715627,0.1794733539715695,0.3613627086982412,0.6666666666666666,0.2583971818494363,0.18260982172028425,0.4444444444444444,0.1595576462999506,0.15777283287732724,0.15300250908619817,0.17052280779808326,0.6666666666666666,0.22727615609280308,0.09231481213174302,3313
84,0.5,0.16792386956478567,0.09761337399601266,0.09028186450918263,0.30459332258394917,0.5,0.16792386956478567,0.30459332258394917,0.4166666666666667,0.1398436518276351,0.12790537735619478,0.1208628904976985,0.3529535508379431,0.4166666666666667,0.12671223022434763,0.32424788596897397,1569
85,0.4166666666666667,0.1210718815275071,0.06527522616314407,0.05768098290922241,0.34558981789333604,0.4166666666666667,0.1210718815275071,0.34558981789333604,0.5,0.1145645784613364,0.07989043314037747,0.07246020783599294,0.34312845195050246,0.5,0.1161402259128478,0.2937133496974283,1569
86,0.3333333333333333,0.22722149845882875,0.14980248747827907,0.14289499245440584,0.1562274579248628,0.3333333333333333,0.22722149845882877,0.15622745792486278,0.3333333333333333,0.14604938636036274,0.17829846768150204,0.1716629236789301,0.3782664008077486,0.3333333333333333,0.1588273011857768,0.32236293816522577,1569
87,0.5,0.1953654801087069,0.13451890981594306,0.12748724219088636,0.23581600976623973,0.5,0.19536548010870694,0.2358160097662397,0.3333333333333333,0.16407824274302849,0.17029730739963556,0.16359715106638906,0.34352725294650927,0.3333333333333333,0.16597496034864354,0.2997492361605524,1569
88,0.5,0.1797496114046043,0.09829575479660502,0.09096978936502698,0.2089857535364618,0.5,0.1797496114046043,0.2089857535364618,0.5,0.14932880054861353,0.1102177952448552,0.1030324746142619,0.28561023234915206,0.5,0.13505043787823404,0.2526674755232846,1569
89,0.4166666666666667,0.16402936783130428,0.1476369737087947,0.14071188480189256,0.3063350772332358,0.4166666666666667,0.16402936783130426,0.3063350772332358,0.4166666666666667,0.23557235760341425,0.18057536713669864,0.17395820993995603,0.20833089603100927,0.4166666666666667,0.17307040627028727,0.21346337682627523,1569
90,0.5,0.23505978107089331,0.12287370731725478,0.11563967603739711,0.3392650526960627,0.5,0.2295401032126533,0.3262806821474675,0.5,0.19746183519507232,0.09197147583639109,0.08607199435833834,0.26527141547609484,0.5,0.19662864438900055,0.2596442161840821,6840
91,1.0,0.16887575407298874,0.028519020313725885,0.02787777874297581,3.600151632619846e-11,1.0,0.16887575407298874,3.600151632619846e-11,1.0,0.14468977550837742,0.020935131136648244,0.0203247415675315,5.725216142365637e-09,1.0,0.14468977550837742,5.725216142365637e-09,7081
92,1.0,0.2533029047686041,0.06416236156422672,0.06354464695139772,1.2255384877024072e-23,1.0,0.2533029047686041,1.2255384877024072e-23,1.0,0.25388943575385914,0.0644598455873957,0.0638765911270387,4.817887093132892e-25,1.0,0.25388943575385914,4.817887093132892e-25,7081
93,0.0,0.0015386022063651288,2.367296735528157e-06,-0.0006576971472931348,0.9522534637676764,0.0,0.0015386022063651288,0.9522534637676764,0.0,0.015329503008254813,0.0002349936624866933,-0.00038830122924493615,0.5392903291806879,0.0,0.015329503008254813,0.5392903291806879,7081
94,0.42105263157894735,0.1748481430491001,0.0660057940959462,0.05476710510786709,0.24496174908038668,0.6666666666666666,0.21839732347018767,0.18665044837268643,0.3157894736842105,0.19727892041683912,0.06417049011836451,0.05242626245142201,0.2267505216975372,0.3333333333333333,0.13725481403930076,0.323601339874976,5465
95,0.3157894736842105,0.18399696977661054,0.0652153437615558,0.05396714333816732,0.26863896203090976,0.16666666666666666,0.12059386026787233,0.5059756172011111,0.2631578947368421,0.13912428718631348,0.07654778851585708,0.06495889022114198,0.43810904741393353,0.3333333333333333,0.12378809113479743,0.46137847458239867,5465
96,1.0,0.24308232611433173,0.05908901726913984,0.05877433132173815,1.7025404963464186e-41,1.0,0.24308232611433173,1.7025404963464186e-41,1.0,0.21271735474073064,0.04524867300787838,0.044919675307329876,4.57544719036774e-31,1.0,0.21271735474073064,4.57544719036774e-31,742
97,1.0,0.19266451748038724,0.0371196162959484,0.0367975827228032,2.0712209855649588e-26,1.0,0.19266451748038724,2.0712209855649588e-26,1.0,0.1778973206620855,0.03164745669869551,0.03131377215586262,4.472270978984892e-22,1.0,0.1778973206620855,4.472270978984892e-22,742
98,1.0,0.11815561475555249,0.0713876599187846,0.07042702646352828,1.9383716363913502e-05,1.0,0.19396798696646783,9.248319814590365e-23,1.0,0.1045113260254506,0.0568984982236983,0.05589803694175732,0.0002576376131612512,1.0,0.17409432070999012,1.1288534332740165e-17,2984
99,0.16666666666666666,0.05308424392195393,0.016775386078282883,0.012868533307733077,0.2677375589830429,0.2,0.06067554448322462,0.2083914369792767,0.3333333333333333,0.05264817959775944,0.02876502822621929,0.025120619326505222,0.31772171690097717,0.4,0.06000057372777116,0.2741160794262811,2581
100,0.5,0.06600019459377202,0.04184777619027946,0.03804054881090313,0.16116196318904275,0.6,0.07550160229879427,0.09829231785293405,0.5,0.05405677885860408,0.019147125784216068,0.01546662719428804,0.2731148789021028,0.6,0.0604612376696812,0.24918862557424792,2581
101,0.5,0.08098649276146275,0.05148567428479678,0.047716743189239796,0.11224190894873332,0.6,0.09316957437893472,0.047416273829795505,0.5,0.0762957077161059,0.05768028877287301,0.054144379912733576,0.16985714108812258,0.6,0.08864770978926201,0.09080295256528821,2581
102,0.16666666666666666,0.0348039091007843,0.010366209061311138,0.006433889362217116,0.4436784554312648,0.2,0.03847052535178229,0.42606389056414173,0.3333333333333333,0.04618106310982162,0.023051818969263893,0.019385972136127805,0.33915483791056195,0.4,0.055026156119684644,0.21910381493531766,2581
103,0.6666666666666666,0.09145974928579753,0.0661591075490916,0.06244848148637283,0.08030008510337476,0.8,0.10327213709178809,0.055255993003564666,0.5,0.07803259706425848,0.05860476628544742,0.05507232638407944,0.129092878126589,0.6,0.08744575373293743,0.11086190583867392,2581
104,0.3333333333333333,0.06751487061442465,0.06033249287617215,0.05659871470217026,0.2783046503339679,0.4,0.07768351811927082,0.23077106571631986,0.6666666666666666,0.07642061481890741,0.04343400951803733,0.03984464370009366,0.14963173854516768,0.8,0.090383025150906,0.020521419131158854,2581
105,0.5,0.09312571062366944,0.06666115212783519,0.0629525209442372,0.13824235269901602,0.6,0.1095817510050642,0.03157966716525293,0.5,0.0868986615735352,0.061442685274295084,0.05792089422466762,0.20698479122372235,0.6,0.10102011826915538,0.14472633995527828,2581
106,0.5,0.0894604242229765,0.0541313901338657,0.0503729718165169,0.17700167659171862,0.6,0.1056263349779188,0.06490597083446796,0.6666666666666666,0.11203889023481291,0.09218844718806585,0.08878202485106035,0.3045627549196144,0.8,0.1340466423553742,0.17833098900709518,2581
107,0.3333333333333333,0.04931242417386899,0.02499634719486621,0.02112216049497828,0.3430123902299631,0.4,0.05667424799715091,0.2851224340389001,0.5,0.053249043549894924,0.02292491402816632,0.01925859100388161,0.2580000807221479,0.6,0.05967843695620412,0.22716495429098993,2581
108,0.6666666666666666,0.08639579431235407,0.09525865092137142,0.09166365218331074,0.1836765641208229,0.6,0.09141765232372925,0.21740299209903027,0.16666666666666666,0.06941227590461582,0.04376848071360484,0.04018036994705165,0.11098011416192671,0.2,0.07611745296680138,0.10143560675191551,2581
109,0.6666666666666666,0.12872968442964253,0.19465033661600517,0.1914502717283867,0.03371553993160154,0.8,0.147019766402245,0.017101768164584506,0.5,0.10689374175981046,0.13716165521755963,0.133923987882541,0.13690188496563332,0.6,0.12602280094384105,0.03592603049579733,2581
110,0.47368421052631576,0.1528785155555965,0.16415433419153702,0.1540966599354504,0.3049133494655472,0.47368421052631576,0.1528785155555965,0.30491334946554727,0.5789473684210527,0.1523947880265206,0.27267280901184987,0.26354518904568425,0.24922910551342992,0.5789473684210527,0.16606363234052843,0.17298474799604055,7507
111,0.42105263157894735,0.17865689864103587,0.0847428151330728,0.07372958744943026,0.22733943616417263,0.42105263157894735,0.17865689864103584,0.22733943616417263,0.3684210526315789,0.12854928084047512,0.15993421875514935,0.14939178160610567,0.30994550801355303,0.3684210526315789,0.1283561610708022,0.267817553340125,7507
112,0.5789473684210527,0.2135469329248317,0.2487808113095482,0.23974144171795952,0.23358920020799587,0.5789473684210527,0.21354693292483176,0.23358920020799587,0.47368421052631576,0.15833361506040178,0.26226562254926833,0.2530073972047744,0.23580852620305998,0.47368421052631576,0.1638618985590787,0.17900526471806807,7507
113,0.5789473684210527,0.19457757844408077,0.22189838736386025,0.21253554338660463,0.1805986546046557,0.5789473684210527,0.19457757844408075,0.18059865460465568,0.47368421052631576,0.1417398858288478,0.24213986139789734,0.2326290670561273,0.2960633665964749,0.47368421052631576,0.1693541916520639,0.16915834351938444,7507
114,0.3333333333333333,0.20521250653226783,0.2098697045972805,0.19355593387320513,0.307860732019439,0.28,0.09820768947680485,0.35450968944016126,0.26666666666666666,0.14471879502139512,0.16017345308738207,0.14301078523494437,0.34674499648785845,0.2,0.06570681009812461,0.26800620433207545,122
115,0.26666666666666666,0.16080318062618074,0.09558631227908498,0.07691293951127542,0.3354111717895337,0.2,0.11194987457585402,0.36580743093296064,0.3333333333333333,0.17578207806164858,0.08173465537324143,0.0629690148154739,0.31564224566985716,0.2,0.062271394413597435,0.3629733746892213,122
116,0.16666666666666666,0.1593362173778015,0.5154514962501475,0.5054470536400336,0.425837556128087,0.16,0.06866801543922037,0.40346125977763825,0.23333333333333334,0.1763983178236503,0.48447426543714567,0.47393899838204645,0.36596966962719224,0.2,0.04875795069920752,0.33811727526142815,122
117,0.375,0.2235312263659227,0.025315739805408022,0.02001854273913317,0.20291888488845053,0.375,0.2235312263659227,0.20291888488845053,0.125,0.16074517495222387,0.02005657700963792,0.014925983171992119,0.32755903465259073,0.125,0.16074517495222387,0.32755903465259073,1182
118,0.25,0.1718503266520153,0.009641826130550868,0.004259444750825736,0.3011562769033623,0.25,0.1718503266520153,0.3011562769033623,0.0,0.12787287491894253,0.010714361607851663,0.005534855647683412,0.3991299775307454,0.0,0.12787287491894253,0.3991299775307454,1182
119,0.125,0.15705664907757716,0.007692333689307329,0.0022993572419667263,0.3348433445886153,0.125,0.15705664907757716,0.3348433445886153,0.125,0.13698895577310477,0.010684891386883444,0.005505231132364563,0.42390770406831835,0.125,0.13698895577310477,0.42390770406831835,1182
120,1.0,0.31643503129256806,0.10013112902915766,0.09982104327072538,1.5240398154647473e-68,1.0,0.31643503129256806,1.5240398154647473e-68,1.0,0.31113735786742086,0.09680645546069666,0.09648730579831521,1.2927195766167012e-64,1.0,0.31113735786742086,1.2927195766167012e-64,4924
121,0.4,0.4151462473405651,0.13103963050297895,0.12809400213180266,0.3104977463684503,0.4,0.4151462473405651,0.3104977463684503,0.6,0.4290585342605044,0.11712989953127328,0.1142465876420874,0.2748510672526385,0.6,0.4788264994777738,0.18711173101822456,2111
122,0.09090909090909091,0.13710979486813535,0.009411586829279228,0.001938011695618136,0.5188582662560551,0.0,0.030795080094578743,0.557360299501469,0.18181818181818182,0.13493804562526485,0.00982523094879495,0.002410716000147417,0.45322420175069156,0.5,0.08266432841722124,0.4357411261576463,2800
123,0.18181818181818182,0.3220218485360424,0.05789568193429129,0.05078789901335656,0.2732793603084176,0.5,0.05464934685781836,0.4745136498068123,0.2727272727272727,0.29714360324712497,0.08044512812659221,0.07355942112141356,0.39642034884625,0.0,0.0297648732171258,0.43609659467620676,2800
124,0.36363636363636365,0.2706401903859827,0.1432476833780626,0.136783845598336,0.3101127057221253,1.0,0.1411508958287317,0.004590433721919581,0.36363636363636365,0.23205826008634559,0.09703933813164778,0.09027789001690867,0.22889708891387786,1.0,0.15259810096005805,0.0002092810514254429,2800
125,0.45454545454545453,0.31508085186195395,0.1003716351376821,0.09358431551252056,0.27811861391396303,0.5,0.038815113813472864,0.46695407816294227,0.09090909090909091,0.1452955375099454,0.10230994623844325,0.09558796489645749,0.4280818086388075,0.0,0.05119698363570853,0.20377445933907584,2800
126,0.2727272727272727,0.2158483989397032,0.027932620750992898,0.020598779069416095,0.30175980932029145,0.0,0.06764975035795012,0.13410362007635973,0.18181818181818182,0.22587598945150847,0.023803253843869165,0.016493407548622496,0.22691541045051486,0.5,0.06854199421593238,0.2343143955224612,2800
